conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"[""turn 1: Can you display contact content://contacts/people/1005? -> Here's the info you requested (content://contacts/people/1005):\nEmma Brown\nPhone: 555-0105\nEmail: emma.brown@example.com"", ""turn 2: Pick someone for me from my phone's contact list. -> Alright, here's your contact list. Choose someone when you’re ready."", ""turn 3: Please initiate a search for updates on new sustainable fashion collections. -> Search results for 'new sustainable fashion collections updates': Fashion blogs and eco‑textile news showcase the latest eco‑friendly lines from established brands and emerging labels this season."", ""turn 4: I want to see my browsing history. -> You recently searched for 'new sustainable fashion collections updates' and reviewed fashion blogs and eco‑textile news showcasing the latest eco‑friendly lines from established brands and emerging labels.""]"	Show me her address	Search for the exact location of Mountain Resort.	"{'plan': 'search_location', 'arguments': {'query': ""Emma Brown's address""}}"	ACTION_VIEW_CONTACT-762-ACTION_PICK-1_NR-web_search-1_NR-ACTION_VIEW_WEB_HISTORY-1-search_location-1	1	['dial', 'ACTION_EDIT_ALARM', 'search_location', 'ACTION_PICK', 'ACTION_VIEW_EVENT']
['turn 1: Bring up contact info for content://contacts/people/1026. -> Contact info loaded:\nName: Noah Taylor\nPhone: (555) 901-2345\nEmail: noah.taylor@example.org\nURI: content://contacts/people/1026', 'turn 2: Extract the phone data from the set content URI: contact://phone/1122334455. -> As requested, the number on file is (112)\xa0233‑4455.', 'turn 3: Could you get the social profile linked at contact://social/instagram/@sarah_insta? -> Here’s the Instagram handle you asked for: https://instagram.com/sarah_insta.', 'turn 4: Using the given URI contact://office/extension-155, retrieve the contact extension number. -> Your office extension number is 155.']	Search for his address	Search for Olivia Davis' address	"{'plan': 'search_location', 'arguments': {'query': ""Noah Taylor's address""}}"	ACTION_VIEW_CONTACT-778-get_contact_info_from_uri-1_NR-get_contact_info_from_uri-1_NR-get_contact_info_from_uri-1_NR-search_location-1	1	['ACTION_EDIT_ALARM', 'ACTION_CREATE_DOCUMENT', 'ACTION_INSERT_CONTACT', 'send_message', 'search_location']
"['turn 1: Could you open the contact details (name, phone, email) for content://contacts/people/1009? -> On it! Displaying content://contacts/people/1009 — Olivia Davis\nPhone: 555-0109\nEmail: olivia.davis@example.com', ""turn 2: Please enable video mode so I can capture a live event using my phone's camera. -> Video recording mode is now on. Feel free to start filming the event."", 'turn 3: Choose the latest video recorded. -> Okay! Launching your video picker—select the most recent clip you recorded.', 'turn 4: Open the Voice Recorder so I can capture a quick memo. -> Voice Recorder is now open—go ahead and record your memo.']"	Search for her address	Search for Noah Taylor's address	{'plan': 'search_location', 'arguments': {'query': 'Olivia Davis'}}	ACTION_VIEW_CONTACT-766-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-launch_application-1_NR-search_location-1	1	['send_email', 'search_location', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_ALARM']
"['turn 1: Could you tweak contact content://contacts/people/matthew by changing the phone number to (123) 456-7890? -> Sure thing—Matthew’s phone number is now (123)\xa0456‑7890. You’ll find his updated contact at content://contacts/people/matthew', ""turn 2: Schedule an event 'Workshop on AI' that dives deep into AI trends and technologies. It should be held at Innovation Hub, from 1703800000000 to 1703807200000. -> Your 'Workshop on AI' is set at Innovation Hub from 1703800000000 to 1703807200000. Event ID: content://calendar/event/9"", 'turn 3: Where is Innovation Hub located exactly? -> Here’s Innovation Hub: 321 Tech Way, Silicon Valley, CA 94043.', ""turn 4: Schedule a deep dive session at 321 Tech Way, Silicon Valley, CA 94043 on March 5 from 2 PM to 5 PM called 'AI Trends Analysis' with description 'Review the latest AI research and applications' -> Your 'AI Trends Analysis' deep dive is booked for March\xa05, 2024, 2:00\xa0PM–5:00\xa0PM at 321 Tech Way, Silicon Valley, CA 94043. See details here: content://calendar/event/110.""]"	Dial that number	Give 555-1234 a call	{'plan': 'dial', 'arguments': {'phone_number': '(123) 456-7890'}}	ACTION_EDIT_CONTACT-108-ACTION_INSERT_EVENT-1_NR-search_location-1-ACTION_INSERT_EVENT-1-dial-2	1	['ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: I need to change John’s phone number to 555-1234 for his contact (content://contacts/people/john). Can you do that? -> Sure thing! Opening John's contact now so you can update his phone number to 555‑1234."", 'turn 2: Call 555-1234 -> Dialing 555-1234...', 'turn 3: Save 555-1234 -> Opening a new contact interface with phone 555-1234 already entered.', 'turn 4: Give 555-1234 a ring -> Starting call to 555-1234...']"	Give him a call	Dial (123) 456-7890	{'plan': 'dial', 'arguments': {'phone_number': '555-1234'}}	ACTION_EDIT_CONTACT-56-dial-1-ACTION_INSERT_CONTACT-1-dial-1-dial-1	1	['dial', 'ACTION_OPEN_DOCUMENT', 'send_email', 'get_contact_info', 'ACTION_SHOW_ALARMS']
"[""turn 1: I need to change John’s phone number to 555-1234 for his contact (content://contacts/people/john). Can you do that? -> Sure thing! Opening John's contact now so you can update his phone number to 555‑1234."", ""turn 2: Send John a message saying 'Hi John, I've updated your number to 555-1234.' -> Your message to John was delivered: 'Hi John, I've updated your number to 555-1234.'"", ""turn 3: Show my sent messages. -> Sent messages: John – 'Hi John, I've updated your number to 555-1234.'"", 'turn 4: Please arrange a \'Project Kickoff Meeting\' to discuss our new project approach in the Main Conference Room. It should start at 1700000000000 and end at 1700007200000. -> Your ""Project Kickoff Meeting"" at Main Conference Room has been added from 1700000000000 to 1700007200000. View it here: content://calendar/event/5']"	Call that number.	Call 555-1234.	{'plan': 'dial', 'arguments': {'phone_number': '555-1234'}}	ACTION_EDIT_CONTACT-56-send_message-1-ACTION_VIEW_SENT_MESSAGES-1-ACTION_INSERT_EVENT-1_NR-dial-1	1	['ACTION_OPEN_DOCUMENT', 'dial', 'ACTION_VIEW_SENT_MESSAGES', 'get_contact_info', 'ACTION_INSERT_CONTACT']
"['turn 1: Could you tweak contact content://contacts/people/matthew by changing the phone number to (123) 456-7890? -> Sure thing—Matthew’s phone number is now (123)\xa0456‑7890. You’ll find his updated contact at content://contacts/people/matthew', ""turn 2: Schedule an event 'Workshop on AI' that dives deep into AI trends and technologies. It should be held at Innovation Hub, from 1703800000000 to 1703807200000. -> Your 'Workshop on AI' is set at Innovation Hub from 1703800000000 to 1703807200000. Event ID: content://calendar/event/9"", 'turn 3: Where is Innovation Hub located exactly? -> Here’s Innovation Hub: 321 Tech Way, Silicon Valley, CA 94043.', 'turn 4: Please open the photo camera function on my device so I can take a snapshot. -> Photo mode activated—camera ready for your snapshot.']"	Call him now	Call (123) 456-7890 now	{'plan': 'dial', 'arguments': {'phone_number': '(123) 456-7890'}}	ACTION_EDIT_CONTACT-108-ACTION_INSERT_EVENT-1_NR-search_location-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-dial-1	1	['ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_VIDEO', 'open_settings', 'dial', 'ACTION_VIDEO_CAPTURE']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Take a quick selfie. -> Your quick selfie is ready: content://media/external/images/media/selfie_20240702_180030.jpg', ""turn 4: I'm curious about recent advances in quantum computing; can you look it up? -> Searching for 'recent advances in quantum computing': Retrieved summaries of latest breakthroughs, key research papers, and industry applications.""]"	Call her new number	Call Will Smith now	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-web_search-1_NR-dial-1	1	['ACTION_VIEW_SENT_EMAILS', 'dial', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Choose the last photo -> Got it – here’s your last photo: content://temp/last_capture.jpg', ""turn 4: Create a new PDF named PhotoCapture.pdf with content://temp/last_capture.jpg image -> Created! Check out 'PhotoCapture.pdf' at content://documents/PhotoCapture.pdf.""]"	Place a call to that number	Call 555-0001	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-dial-1	1	['ACTION_EDIT_VIDEO', 'dial', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_RECENT_APPS', 'web_search']
['turn 1: Set up a record for Will Smith at Bel-Air Productions, phone 415-333-1212. -> Will Smith’s contact added. See content://contacts/people/will_smith', 'turn 2: Open content://contacts/people/will_smith details -> Loading Will Smith’s contact information: content://contacts/people/will_smith', 'turn 3: Call 415-333-1212. -> Initiating call to 415-333-1212...', 'turn 4: Turn on the video function of my camera so that I can start recording the demonstration. -> Video mode ready—go ahead and capture your demonstration.']	Call him now	Place a call to 555-0001	{'plan': 'dial', 'arguments': {'phone_number': '415-333-1212'}}	ACTION_INSERT_CONTACT-427-ACTION_VIEW_CONTACT-1-dial-1-INTENT_ACTION_VIDEO_CAMERA-1_NR-dial-1	1	['launch_application', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT', 'dial', 'open_settings']
"['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', ""turn 2: Show content://contacts/people/carlos_mendoza info -> Carlos Mendoza's contact info is displayed (content://contacts/people/carlos_mendoza)."", ""turn 3: Set content://contacts/people/carlos_mendoza's company to VineCorp. -> Company updated to VineCorp. Your contact’s URI is still content://contacts/people/carlos_mendoza"", ""turn 4: Send Carlos Mendoza a message saying 'Congrats on the new job at VineCorp! Let's celebrate soon!' -> Your message to Carlos Mendoza has been sent.""]"	Make a call to that number	Make a call to 333-222-1111	{'plan': 'dial', 'arguments': {'phone_number': '333-222-1111'}}	ACTION_INSERT_CONTACT-404-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-send_message-1-dial-1	1	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_SHOW_TIMERS', 'dial', 'send_email']
['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', 'turn 2: Add company info to content://contacts/people/carlos_mendoza: Acme Corp. -> All set! Carlos Mendoza’s company is now listed as Acme Corp. View the update at content://contacts/people/carlos_mendoza', 'turn 3: Open content://contacts/people/carlos_mendoza to verify the company -> Alright, loading Carlos Mendoza’s contact details: content://contacts/people/carlos_mendoza', 'turn 4: Give 333-222-1111 a call -> Dialing 333-222-1111...']	Call him now	Call 333-222-1111 now	{'plan': 'dial', 'arguments': {'phone_number': '333-222-1111'}}	ACTION_INSERT_CONTACT-404-ACTION_EDIT_CONTACT-1-ACTION_VIEW_CONTACT-1-dial-1-dial-1	1	['ACTION_SET_ALARM', 'ACTION_SHOW_TIMERS', 'send_email', 'dial', 'ACTION_VIDEO_CAPTURE']
['turn 1: Set up a record for Will Smith at Bel-Air Productions, phone 415-333-1212. -> Will Smith’s contact added. See content://contacts/people/will_smith', 'turn 2: Open content://contacts/people/will_smith details -> Loading Will Smith’s contact information: content://contacts/people/will_smith', 'turn 3: Call 415-333-1212. -> Initiating call to 415-333-1212...', 'turn 4: Add 415-333-1212 to my contacts -> All set! Added 415-333-1212 to your contacts. You’ll find it at content://contacts/people/4153331212']	Give him a ring.	Give Will Smith a ring.	{'plan': 'dial', 'arguments': {'phone_number': '415-333-1212'}}	ACTION_INSERT_CONTACT-427-ACTION_VIEW_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1-dial-1	1	['ACTION_GET_RINGTONE', 'ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_OPEN_DOCUMENT', 'ACTION_EDIT_VIDEO']
"['turn 1: Insert Sarah Connor with phone 610-555-1212, email sarah.connor@resistance.net. -> Sarah Connor’s contact entry is live! content://contacts/people/sarah_connor', ""turn 2: Need a dialog to choose a PDF document; I'm only selecting one file. -> Understood—opening the PDF selector. Please pick the single document you want."", ""turn 3: Go ahead and create one as a PDF named Invoice.pdf. -> Your new PDF 'Invoice.pdf' is ready: content://documents/Invoice.pdf."", ""turn 4: Edit content://documents/Invoice.pdf to add today's date and the total amount -> Editing content://documents/Invoice.pdf now. I’ve inserted today’s date and the total amount—feel free to review or adjust.""]"	Place a call to her	Ring Nolan Reed up.	{'plan': 'dial', 'arguments': {'phone_number': '610-555-1212'}}	ACTION_INSERT_CONTACT-426-ACTION_OPEN_DOCUMENT-1_NR-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-dial-1	1	['ACTION_SET_TIMER', 'dial', 'search_location', 'ACTION_EDIT_CONTACT', 'play_video']
['turn 1: Could you help me create a contact for Nolan Reed, email nolan.reed@workmail.org and work phone (415) 555-2737? -> Launching contact form for Nolan Reed: email and work phone ((415)\xa0555‑2737) have been filled.', 'turn 2: Call (415) 555-2737 now -> Connecting to (415) 555-2737...', 'turn 3: What does my call log look like? -> Your call history shows: Nolan Reed +1-415-555-2737 (Outgoing) - Today 2:05 PM; Unknown Caller +1-213-555-0199 (Missed) - Today 11:47 AM; Janet Kim +81-90-1234-5678 (Incoming) - Yesterday 7:30 PM', 'turn 4: Save +1-213-555-0199 as Alex Johnson -> Alex Johnson (+1-213-555-0199) is now saved in your contacts: content://contacts/people/alex_johnson']	Ring him up.	Dial Lucas Wright now.	{'plan': 'dial', 'arguments': {'phone_number': '+1-415-555-2737'}}	ACTION_INSERT_CONTACT-394-dial-1-ACTION_VIEW_CALL_LOG-1-ACTION_INSERT_CONTACT-1-dial-1	1	['web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_DOCUMENT', 'dial', 'ACTION_EDIT_CONTACT']
['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: Dial 321-654-0987 now -> Calling 321-654-0987 now...', 'turn 3: Add 321-654-0987 to my contacts -> Creating a new contact entry: telephone 321-654-0987 is pre-populated.', 'turn 4: Open 456 Maple Street on map -> Loading map view for 456 Maple Street.']	Dial him now.	Place a call to 610-555-1212	{'plan': 'dial', 'arguments': {'phone_number': '321-654-0987'}}	ACTION_INSERT_CONTACT-392-dial-1-ACTION_INSERT_CONTACT-1-search_location-1-dial-1	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_VIDEO', 'ACTION_IMAGE_CAPTURE', 'play_video', 'dial']
"['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', ""turn 2: Show content://contacts/people/carlos_mendoza info -> Carlos Mendoza's contact info is displayed (content://contacts/people/carlos_mendoza)."", 'turn 3: Ring 333-222-1111 up -> Here we go! Dialing 333-222-1111...', 'turn 4: Save 333-222-1111 under a new contact -> Done—333-222-1111 has been saved as a new contact. Check it out: content://contacts/people/3332221111']"	Call his number.	Call Carlos Mendoza's number.	{'plan': 'dial', 'arguments': {'phone_number': '333-222-1111'}}	ACTION_INSERT_CONTACT-404-ACTION_VIEW_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1-dial-1	1	['ACTION_INSERT_EVENT', 'dial', 'ACTION_EDIT_ALARM', 'ACTION_OPEN_DOCUMENT', 'play_music']
"['turn 1: Pull up content://contacts/people/1006. -> Contact 1006 loaded: Michael Lee\n📞 555-0106\n✉️ michael.lee@example.com', ""turn 2: I need to record an event; open my device's video camera function. -> Opening video camera now—go ahead and start filming."", 'turn 3: Record the event now and save it at content://contacts/people/1006. -> Event captured! Saved to content://contacts/people/1006.', ""turn 4: Can you perform a web search on how to start an online business successfully? -> Searching for 'how to start an online business successfully': Here are guides on business planning, marketing strategies, and success case studies.""]"	Give him a call	Give Michael Lee a call	{'plan': 'dial', 'arguments': {'phone_number': '555-0106'}}	ACTION_VIEW_CONTACT-763-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-web_search-1_NR-dial-1	1	['ACTION_VIEW_WEB_HISTORY', 'dial', 'launch_application', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_PICK']
"[""turn 1: Show me what's listed in content://contacts/people/1024. -> Displaying record:\nName: Liam Martin\nPhone: (555) 789-0123\nEmail: liam.martin@example.io\nURI: content://contacts/people/1024"", 'turn 2: Need to acquire the email address for the contact at /contacts/lily-email. -> Lily’s email address at /contacts/lily-email is lily.adams@example.net.', 'turn 3: Open content://contacts/people/1024 -> Here’s the contact at content://contacts/people/1024:\nName: Liam Martin\nPhone: (555)\xa0789-0123\nEmail: liam.martin@example.io', 'turn 4: Dial (555) 789-0123 -> Initiating call to (555) 789-0123...']"	Call him	Call Liam Martin	{'plan': 'dial', 'arguments': {'phone_number': '(555) 789-0123'}}	ACTION_VIEW_CONTACT-776-get_contact_info-1_NR-ACTION_VIEW_CONTACT-1-dial-1-dial-2	1	['play_music', 'ACTION_SET_TIMER', 'dial', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: Show me what's listed in content://contacts/people/1024. -> Displaying record:\nName: Liam Martin\nPhone: (555) 789-0123\nEmail: liam.martin@example.io\nURI: content://contacts/people/1024"", 'turn 2: Need to acquire the email address for the contact at /contacts/lily-email. -> Lily’s email address at /contacts/lily-email is lily.adams@example.net.', 'turn 3: Open content://contacts/people/1024 -> Here’s the contact at content://contacts/people/1024:\nName: Liam Martin\nPhone: (555)\xa0789-0123\nEmail: liam.martin@example.io', ""turn 4: Select a contact's postal information, please. -> Here’s the postal address you asked for: content://contacts/address/42""]"	Call that number	Call (555) 789-0123	{'plan': 'dial', 'arguments': {'phone_number': '(555) 789-0123'}}	ACTION_VIEW_CONTACT-776-get_contact_info-1_NR-ACTION_VIEW_CONTACT-1-ACTION_PICK-1_NR-dial-1	1	['ACTION_CREATE_DOCUMENT', 'launch_application', 'ACTION_SET_ALARM', 'dial', 'ACTION_EDIT_DOCUMENT']
"['turn 1: Open a single HTML file for editing. -> One HTML file ready for editing:\n- content://documents/webpage/index.html', 'turn 2: Open content://documents/webpage/index.html for editing -> Opening HTML file for editing: content://documents/webpage/index.html', ""turn 3: Send content://documents/webpage/index.html to webteam@company.com with subject 'Please review' -> Email successfully sent to webteam@company.com with the HTML file attached."", ""turn 4: Let me check content://documents/webpage/index.html -> Sent emails:\n- webteam@company.com – 'Please review'""]"	Create a new HTML file named HomePage.html similar to that HTML document	Create a new ZIP archive for HTML, CSS and JavaScript files called WebAssets.zip	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'text/html', 'initial_name': 'HomePage.html'}}	ACTION_OPEN_DOCUMENT-122-ACTION_OPEN_CONTENT-1-send_email-1-ACTION_VIEW_SENT_EMAILS-1-ACTION_CREATE_DOCUMENT-1	1	['web_search', 'ACTION_CREATE_DOCUMENT', 'get_contact_info_from_uri', 'ACTION_SET_TIMER', 'ACTION_SET_ALARM']
"['turn 1: Grab web assets: HTML, CSS and JavaScript files. -> Ready to grab web assets—pick your HTML, CSS, and JS files. Multiple selection is enabled.', 'turn 2: Please look up the address of the contact found at /directory/annie. -> Annie’s address is 456 Oak Avenue, Metropolis, NY 10001.', 'turn 3: Show 456 Oak Avenue, Metropolis, NY 10001 on the map -> All set! 456 Oak Avenue, Metropolis, NY 10001 is now marked on your map.', ""turn 4: Set up a meeting at 456 Oak Avenue, Metropolis, NY 10001 next Monday at 10 AM titled Project Kickoff, description Initial planning session, lasting one hour. -> Done: 'Project Kickoff' is locked in for next Monday at 10:00\xa0AM–11:00\xa0AM at 456 Oak Avenue, Metropolis, NY 10001. Take a look: content://calendar/event/112.""]"	Create a new ZIP archive for those web assets called WebAssets.zip	Create a new HTML file named HomePage.html similar to content://documents/webpage/index.html	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/zip', 'initial_name': 'WebAssets.zip'}}	ACTION_OPEN_DOCUMENT-164-get_contact_info-1_NR-search_location-1-ACTION_INSERT_EVENT-1-ACTION_CREATE_DOCUMENT-1	1	['play_music', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SET_RINGTONE', 'ACTION_SHOW_TIMERS', 'ACTION_CREATE_DOCUMENT']
"['turn 1: Please pick multiple ZIP archives from local storage. -> Sure thing! Here are the ZIP archives you selected:\n- content://downloads/backups/backup_jan.zip\n- content://downloads/backups/backup_feb.zip', ""turn 2: Open content://downloads/backups/backup_feb.zip -> Opening archive 'backup_feb.zip' at content://downloads/backups/backup_feb.zip."", 'turn 3: Help me select a mailing address from my saved contacts. -> Alright—launching the address picker. Please select an entry… Here’s what you chose: content://contacts/addresses/27', 'turn 4: Show me the contact for content://contacts/addresses/27. -> Here’s the contact info for content://contacts/addresses/27: Name: Chandler Bing. Address: 789 Pine St, Phoenix, AZ 85001. Phone: 480-555-0127. Email: chandler.bing@paleolothic.com.']"	Merge those ZIP files into a new archive named CombinedBackups.zip	Create an Office document named Report.docx then	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/zip', 'initial_name': 'CombinedBackups.zip'}}	ACTION_OPEN_DOCUMENT-121-ACTION_OPEN_CONTENT-1-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1-ACTION_CREATE_DOCUMENT-1	1	['launch_application', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_SENT_EMAILS', 'search_location', 'ACTION_CREATE_DOCUMENT']
"['turn 1: Select a video file of any format to preview. -> Please select a video file to preview.', ""turn 2: Send a video file to Dave in a text message saying 'Check this video.' -> Message 'Check this video.' delivered to Dave successfully."", 'turn 3: Launch the file selector to choose an image file from my photos. -> Launching the image picker—please choose the photo you want to open.', ""turn 4: Send the image file from my photos to bob@example.com with note 'Check out this shot.' -> Done—your note “Check out this shot.” has been emailed to bob@example.com.""]"	Bypass selection and create a new one called Tutorial.mp4	Create PowerPoint slideshow file Slides.ppt then	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'video/mp4', 'initial_name': 'Tutorial.mp4'}}	ACTION_OPEN_DOCUMENT-117-send_message-1-ACTION_OPEN_DOCUMENT-1_NR-send_email-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_EDIT_CONTACT', 'ACTION_CREATE_DOCUMENT', 'launch_application', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_EVENT']
"['turn 1: Gather all Office documents (.doc, .docx, .xls, .xlsx, .ppt) in one go. -> Alright, you can select multiple Office documents—Word (.doc/.docx), Excel (.xls/.xlsx), and PowerPoint (.ppt). Please choose the files.', 'turn 2: Access one of my stored addresses from the contacts database. -> Address picker is ready. Address selected: content://contacts/address/15.', ""turn 3: Change content://contacts/address/15's email to jane.doe@example.com. -> Set email to jane.doe@example.com on the selected address record. (content://contacts/address/15)"", 'turn 4: Email jane.doe@example.com the confirmation about her updated email address -> Email dispatched to jane.doe@example.com confirming her updated email address.']"	Create that Office document named Report.docx then	Merge content://downloads/backups/backup_jan.zip and content://downloads/backups/backup_feb.zip into a new archive named CombinedBackups.zip	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'initial_name': 'Report.docx'}}	ACTION_OPEN_DOCUMENT-154-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_email-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_OPEN_DOCUMENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_WEB_HISTORY']
['turn 1: Choose several PPT slideshows. -> Got it! Feel free to pick multiple PowerPoint slideshow files (.ppt).', 'turn 2: Access the internal storage settings for my device, please. -> Internal storage settings are now open—manage your device storage as needed.', 'turn 3: Show me a complete summary for /data/alex. -> Here’s the contact summary for /data/alex:\n• Name: Alex Turner\n• Phone: 555-482-1010\n• Email: alex.turner@mobilemail.com\n• Address: 123 Cedar Road, Apt. 5', 'turn 4: Give 555-482-1010 a call -> Dialing 555-482-1010 now...']	Create that PowerPoint slideshow file named Slides.ppt then	Bypass selection and create a new one called Tutorial.mp4	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/vnd.ms-powerpoint', 'initial_name': 'Slides.ppt'}}	ACTION_OPEN_DOCUMENT-153-open_settings-1_NR-get_contact_info-1_NR-dial-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_VIDEO', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT']
"[""turn 1: I'd like to upload any type of file for a quick backup. -> Your file has been selected for backup: content://files/backup_archive.zip"", 'turn 2: Save content://files/backup_archive.zip as a new ZIP file named FullBackup.zip -> Backup complete: you can find FullBackup.zip here: content://documents/FullBackup.zip', 'turn 3: Edit content://documents/FullBackup.zip to add a README file describing its contents -> Your backup archive has been updated with a README describing its contents. Access the revised FullBackup.zip here: content://documents/FullBackup.zip', ""turn 4: Could you pick a contact for me from my records? -> I've selected a contact for you: content://contacts/people/15""]"	Create a new document for that archive with MIME type application/zip and initial name BackupArchive.zip	Create a new document for content://documents/FullBackup.zip with MIME type application/zip and initial name BackupArchive.zip	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/zip', 'initial_name': 'BackupArchive.zip'}}	ACTION_GET_CONTENT-170-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-ACTION_PICK-1_NR-ACTION_CREATE_DOCUMENT-1	1	['play_video', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_CREATE_DOCUMENT', 'search_location', 'ACTION_GET_CONTENT']
